      757137       29.676000       3.3980000
      892010       17.946000       2.4380000
      892738       7.8770000       1.2540000
      892760       28.960000       3.9730000
      893214       40.804000       4.3040000
     1026084       46.140000       4.4700000
     1026180       36.549000       3.9690000
     1026309       14.735000       1.9340000
     1026326       94.410000       8.7960000
     1027337       74.201000       6.9440000
     1160789       24.326000       3.4470000
     1161447       36.763000       4.1780000
     1161618       34.421000       4.1290000
     1162746       26.872000       3.7500000
     1163359       22.323000       2.6680000
     1163453       38.467000       4.4190000
     1163621       51.131000       4.9950000
     1164301       57.333000       5.9660000
     1294122       75.847000       7.0310000
     1294385       106.74300       9.0740000
     1294578       49.189000       5.3630000
     1295017       26.995000       3.2810000
     1295475       40.472000       4.2260000
     1296068       58.740000       6.1270000
     1296507       125.75900       10.318000
     1297272       30.435000       4.1540000
     1429505       55.069000       5.7390000
     1430118       160.04600       13.294000
     1430912       34.179000       4.0950000
     1430985       120.79900       10.465000
     1431316       37.686000       4.3120000
     1432587       5.7890000       1.0480000
     1433132       39.326000       4.3680000
     1433593       68.853000       7.0840000
     1433730       40.075000       4.1170000
     1433803       149.09700       12.210000
     1434395       26.913000       3.5850000
     1435573       24.717000       3.7270000
     1569842       134.63400       11.756000
     1571780       47.549000       4.4930000
     1572175       56.597000       5.3530000
     1572780       18.402000       2.7340000
     1574361       34.476000       3.9310000
     1575886       101.00100       8.0980000
     1576420       45.317000       4.8530000
     1576469       90.073000       7.4550000
     1576646       84.742000       7.6500000
     1701763       27.878000       3.5330000
     1717618       119.59300       9.7040000
     1717783       29.848000       4.0470000
     1717994       31.280000       4.1630000
     1718743       28.552000       3.9470000
     1719297       7.6730000       1.1690000
     1719422       136.68800       11.322000
     1720241       209.77500       15.961000
     1720425       28.656000       3.5780000
     1721071       31.831000       3.9210000
     1723047       142.40900       11.419000
     1723656       31.190000       3.8260000
     1723700       40.407000       4.5430000
     1723752       197.15500       14.912000
     1723843       110.00200       9.4510000
     1724879       41.064000       4.5470000
     1725190       97.949000       7.9370000
     1725552       7.1500000       1.2140000
     1725626       32.600000       3.9940000
     1725796       42.364000       4.5770000
     1725952       33.226000       3.9040000
     1726211       30.693000       3.6310000
     1726245       47.430000       4.9290000
     1726291       149.11400       12.850000
     1849679       45.749000       5.1790000
     1864183       54.375000       5.5260000
     1864855       125.65400       10.448000
     1864959       40.521000       4.4980000
     1865102       82.298000       7.8860000
     1865262       52.845000       5.5710000
     1865595       12.290000       1.8010000
     1865747       64.304000       6.1080000
     1866137       38.699000       4.3220000
     1867706       106.28400       8.7700000
     1868101       30.285000       3.7810000
     1868303       41.675000       4.5890000
     1870196       192.06200       14.733000
     1870433       241.52900       16.115000
     1870710       17.064000       2.5220000
     1871314       59.143000       5.6920000
     1871465       32.737000       3.9680000
     1871631       26.984000       3.6360000
     1871927       65.610000       6.4150000
     1872166       78.503000       6.8210000
     1872210       73.454000       6.2650000
     1872375       102.90600       8.4560000
     1872421       31.076000       3.9540000
     1872469       56.546000       5.6980000
     1872517       25.905000       3.2770000
     1872842       41.556000       4.4980000
     1872869       30.343000       3.8880000
     1873198       36.260000       4.1900000
     1873898       31.133000       3.9400000
     1873986       137.90900       11.148000
     1995358       23.051000       3.2960000
     1995859       47.158000       4.8070000
     1996078       82.705000       7.7500000
     1996415       125.78900       10.816000
     1996818       28.005000       4.0930000
     2010138       41.891000       4.7800000
     2010702       29.434000       4.2340000
     2010855       35.035000       4.0480000
     2011048       70.428000       6.7040000
     2011314       29.734000       3.7760000
     2011582       38.518000       3.9090000
     2011675       30.621000       4.0840000
     2011827       29.911000       3.9460000
     2011883       7.1660000       1.3160000
     2011891       113.39700       9.7060000
     2012065       41.598000       4.7810000
     2012216       89.044000       8.0900000
     2012932       31.948000       3.9690000
     2013502       60.416000       5.6770000
     2013530       37.582000       4.3400000
     2014377       37.924000       4.0840000
     2015820       45.614000       4.6110000
     2016676       79.955000       7.0400000
     2016706       38.195000       4.3530000
     2016978       75.338000       7.2190000
     2017541       9.3540000       1.4220000
     2018007       34.034000       3.8990000
     2018283       135.65200       11.182000
     2018392       33.731000       3.7990000
     2018537       185.25500       13.828000
     2018585       86.644000       8.3550000
     2018642       35.148000       4.0640000
     2018667       29.935000       3.8420000
     2019109       31.190000       3.8150000
     2019258       16.682000       2.1420000
     2019396       37.567000       4.1460000
     2019959       30.715000       3.6410000
     2020280       73.660000       6.6080000
     2020383       105.79700       9.3830000
     2020876       32.555000       4.0770000
     2021216       186.49400       14.348000
     2140446       57.598000       5.6830000
     2140982       35.207000       4.1420000
     2141255       148.36700       12.339000
     2141413       46.084000       4.8710000
     2141436       111.47900       9.9970000
     2141928       33.680000       4.1360000
     2141932       23.887000       3.0000000
     2142095       29.283000       3.7130000
     2142280       27.418000       3.7830000
     2142508       38.341000       4.2160000
     2142675       45.563000       4.7370000
     2155148       34.784000       4.1440000
     2155220       34.036000       4.1690000
     2155869       94.945000       8.1130000
     2156074       42.046000       4.7300000
     2156155       111.24100       9.3000000
     2156178       29.654000       3.8620000
     2156988       29.656000       4.0050000
     2157059       23.591000       2.9640000
     2157650       138.02900       11.303000
     2157725       28.604000       3.5590000
     2157901       27.806000       3.8460000
     2157964       26.843000       3.6060000
     2158410       45.987000       4.3440000
     2158815       32.168000       4.1400000
     2159864       76.786000       6.9460000
     2160161       45.749000       4.7320000
     2160572       32.474000       3.9570000
     2160779       45.790000       5.1970000
     2160901       58.023000       5.6620000
     2160910       118.52400       10.411000
     2161407       31.575000       3.9280000
     2161409       98.447000       8.5730000
     2161731       102.00700       8.1850000
     2161831       145.17600       12.400000
     2162486       36.888000       4.1730000
     2163121       34.691000       4.0680000
     2163597       32.305000       4.0920000
     2163856       72.825000       6.1000000
     2164262       60.423000       5.9760000
     2164327       44.103000       4.6410000
     2164379       121.52900       10.261000
     2164874       12.053000       1.7610000
     2165198       86.321000       7.7630000
     2165450       104.67200       8.1580000
     2165589       28.528000       3.8170000
     2165615       37.228000       4.1790000
     2165710       36.712000       4.1820000
     2165894       56.829000       5.7430000
     2166119       144.51400       12.300000
     2166223       68.342000       6.4930000
     2166393       40.178000       4.3220000
     2166766       44.171000       4.6740000
     2167447       37.597000       4.3020000
     2167774       59.771000       5.7950000
     2168184       30.645000       3.8650000
     2283075       67.156000       6.4690000
     2283093       11.662000       1.5040000
     2283435       30.302000       4.1690000
     2283532       37.533000       4.3300000
     2283721       80.040000       7.7800000
     2284330       28.163000       3.6710000
     2285551       56.547000       5.8670000
     2285776       32.593000       4.0560000
     2285827       167.29500       13.199000
     2285898       23.460000       3.7730000
     2297785       47.854000       4.6360000
     2299926       42.422000       4.5180000
     2300329       15.038000       2.1730000
     2300494       34.923000       4.0560000
     2300503       14.249000       1.9710000
     2300853       35.202000       4.0240000
     2300962       27.925000       4.0660000
     2301349       65.203000       6.3680000
     2301577       35.663000       4.2970000
     2303101       169.85800       13.837000
     2303200       53.983000       5.6700000
     2303367       33.571000       4.0970000
     2303414       64.439000       6.2310000
     2303756       27.843000       3.8740000
     2303954       65.528000       6.5380000
     2304104       33.601000       3.9580000
     2304765       6.6710000       1.0220000
     2305145       105.76300       8.3800000
     2305407       173.35500       13.062000
     2305479       79.667000       7.4230000
     2305590       49.212000       5.2890000
     2305987       52.571000       5.4890000
     2305992       100.13900       8.8670000
     2306481       36.789000       4.1870000
     2307683       39.689000       4.3170000
     2308196       71.981000       7.0460000
     2309235       37.515000       4.1030000
     2309286       40.494000       4.0550000
     2309469       28.417000       3.5480000
     2309550       48.550000       5.0660000
     2309617       34.125000       4.2070000
     2310571       28.915000       3.9600000
     2311069       30.894000       3.7150000
     2311548       33.272000       4.0320000
     2421920       32.229000       3.7540000
     2422073       26.295000       3.2410000
     2422558       110.36900       9.3310000
     2422568       30.193000       4.1240000
     2422635       107.91400       9.3850000
     2423694       66.796000       6.2920000
     2423737       38.297000       4.2390000
     2423824       21.865000       2.7310000
     2424934       32.176000       3.9460000
     2424955       52.047000       5.3820000
     2425044       43.111000       4.4860000
     2425316       16.229000       2.4710000
     2425348       32.770000       3.5800000
     2425375       42.796000       4.4090000
     2425631       20.798000       2.5830000
     2435987       38.743000       4.2180000
     2436097       43.461000       4.5350000
     2436417       26.213000       3.3950000
     2436457       103.07600       9.5750000
     2436458       34.682000       4.1480000
     2436688       78.669000       7.2160000
     2436732       30.568000       3.6820000
     2436900       35.651000       4.0380000
     2436912       31.069000       3.7950000
     2436944       29.653000       3.6800000
     2437103       28.796000       3.7940000
     2437191       131.92700       11.115000
     2437240       46.492000       4.8560000
     2437340       7.8230000       1.3230000
     2437353       30.473000       3.8580000
     2437444       19.838000       2.4410000
     2437488       64.373000       6.2710000
     2437564       30.063000       3.8620000
     2437692       44.979000       4.8030000
     2437781       82.887000       7.8050000
     2437804       27.120000       3.3830000
     2437957       85.011000       8.5500000
     2437965       7.9720000       1.2930000
     2437976       88.103000       8.0960000
     2437987       29.020000       3.6890000
     2438051       30.967000       3.7600000
     2438140       70.073000       6.7590000
     2438333       62.026000       6.0440000
     2438522       29.320000       3.8310000
     2441510       27.868000       3.5890000
     2441995       28.943000       4.1670000
     2442363       27.076000       3.2770000
     2442483       99.257000       9.1790000
     2442559       43.576000       4.6600000
     2442606       34.766000       3.9360000
     2442759       62.336000       6.2310000
     2443035       40.674000       4.5400000
     2443573       44.731000       4.6540000
     2443903       66.392000       6.9640000
     2444062       55.986000       4.9790000
     2444316       33.069000       3.8560000
     2444348       30.208000       3.2550000
     2444691       30.262000       3.9570000
     2444790       17.553000       2.9220000
     2445833       34.016000       4.0660000
     2445947       33.069000       4.1000000
     2446141       41.200000       4.5190000
     2446327       53.694000       5.5570000
     2447046       173.21900       13.188000
     2447476       89.156000       7.7870000
     2447529       106.64100       8.4280000
     2447604       53.592000       5.0320000
     2448225       36.804000       3.9800000
     2448260       40.470000       4.4690000
     2448679       39.146000       4.3100000
     2448756       36.491000       4.1610000
     2449327       25.935000       3.5160000
     2449374       37.762000       4.2550000
